811748851665301505,2016-12-21 20:43:02
811746509188431876,2016-12-21 20:33:43
811739380079591424,2016-12-21 20:05:24
811695121016176640,2016-12-21 17:09:32
811340407061827584,2016-12-20 17:40:01
810920724240224256,2016-12-19 13:52:21
810472561687560193,2016-12-18 08:11:31
810156161643270145,2016-12-17 11:14:15
809967829311229956,2016-12-16 22:45:53
809860858897727488,2016-12-16 15:40:49
809797749143007233,2016-12-16 11:30:03
809491300823302148,2016-12-15 15:12:20
809388115358052353,2016-12-15 08:22:19
808747042768097281,2016-12-13 13:54:55
808721187199139841,2016-12-13 12:12:10
808506066271145984,2016-12-12 21:57:22
808407318698270720,2016-12-12 15:24:58
807759269227560960,2016-12-10 20:29:51
807747235408711680,2016-12-10 19:42:02
807634603959844865,2016-12-10 12:14:29
807412711906807808,2016-12-09 21:32:46
807301646665601025,2016-12-09 14:11:26
807234600569217025,2016-12-09 09:45:01
807234348361613312,2016-12-09 09:44:00
807229092408000513,2016-12-09 09:23:07
807021412644954112,2016-12-08 19:37:53
806938421923119104,2016-12-08 14:08:06
806513484896804865,2016-12-07 09:59:33
806486222734508032,2016-12-07 08:11:13
806470257942659072,2016-12-07 07:07:47
806313295766503424,2016-12-06 20:44:04
806131795397902336,2016-12-06 08:42:51
805132446186479616,2016-12-03 14:31:48
805114770064080898,2016-12-03 13:21:34
804808630524641281,2016-12-02 17:05:04
804408881623535620,2016-12-01 14:36:37
804337992055848961,2016-12-01 09:54:55
804337815295238145,2016-12-01 09:54:13
803352770879197184,2016-11-28 16:40:00
802611263822065664,2016-11-26 15:33:31
802538822831579136,2016-11-26 10:45:40
802538126329704448,2016-11-26 10:42:54
801884541522771968,2016-11-24 15:25:47
801776131687018497,2016-11-24 08:15:00
801464318441177088,2016-11-23 11:35:58
801051335076540416,2016-11-22 08:14:55
800858841109803008,2016-11-21 19:30:01
800809765538385920,2016-11-21 16:15:01
800797545224028164,2016-11-21 15:26:27
800774532877471744,2016-11-21 13:55:00
800747472217718784,2016-11-21 12:07:29
800746431795576832,2016-11-21 12:03:21
800732249561952256,2016-11-21 11:06:59
