aaronsalmon,47726.461538461539,58409.373626373628,2.197802197802198,1.6187078025033665,10682.912087912087,15177.111927300595
adamostrow,48693.620155038763,53862.085271317832,1.5503875968992249,1.099409568885154,5168.4651162790697,11592.197628628759
AdamSerwer,31926.285714285714,68549.28571428571,28.571428571428573,12.488361929151052,36623.0,12219.832217693147
AmbassadorPower,32500.206896551725,67492.965517241377,6.8965517241379306,4.0797635799166434,34992.758620689652,21992.950540876962
annesousa85,44898.599999999999,44938.800000000003,1.45,1.9615045245933034,40.200000000000003,175.22773753033513
antheaws,42253.085106382976,58086.680851063829,4.2553191489361701,4.7734553482748474,15833.595744680852,18527.845957242334
AnthonyCumia,14343.533333333333,68976.666666666672,13.333333333333334,8.5531021013171316,54633.133333333331,30369.869794181788
Archuleta2012,46694.905660377357,54205.603773584902,1.8867924528301887,1.2762027602328954,7510.6981132075471,15339.5750102071
AubreyAdenBuie,42965.181818181816,53423.772727272728,3.0303030303030303,4.4003088630221008,10458.59090909091,17013.093796977835
augustdeshais,41427.804347826088,42845.869565217392,1.826086956521739,1.2389397259804353,1418.0652173913043,7861.6989932815468
avvouk,50273.800000000003,53953.666666666664,1.5333333333333334,1.0241527663824812,522079.86666666664,1948993.3296186479
becket,36226.13636363636,69976.636363636368,9.0909090909090917,8.1848479238890004,33750.5,30406.285333717675
BenLaBolt,44860.882352941175,65908.441176470587,5.882352941176471,6.4432577889027574,21047.558823529413,20492.53457207566
BernardKerik,25014.176470588234,74104.0,11.764705882352942,7.4480902547503129,49089.823529411762,24581.003550650523
bfrist,38092.789473684214,54098.298245614038,3.5087719298245612,2.0784846624027922,16005.508771929824,13913.111541860029
bot1,69240.0,35700.0,10.0,0.0,-33540.0,0.0
bot2,69000.0,35100.0,10.0,0.0,-33900.0,0.0
bot3,69600.0,35580.0,10.0,0.0,-34020.0,0.0
bot4,71160.0,35580.0,10.0,0.0,-35580.0,0.0
bot5,68880.0,33240.0,9.0,0.0,-35640.0,0.0
Botticelli44,51484.307692307695,57729.505494505494,2.197802197802198,1.8881922293400708,6245.197802197802,9637.4846978624882
Bovlb,40768.220338983054,48711.5593220339,1.6949152542372881,1.3498805633058937,7943.3389830508477,14700.630694541425
BuffyWicks,49158.154929577468,57380.084507042251,2.816901408450704,4.5511486219428257,8221.929577464789,17157.76494795068
cbrentcolburn,45760.844961240313,53380.914728682168,1.5503875968992249,0.85327676935299324,7620.0697674418607,13499.306186125281
ConnieSchultz,32658.196078431374,59114.372549019608,3.9215686274509802,2.3584901888242968,26456.176470588234,19868.461444826178
CraigRBrittain,32645.5,76059.666666666672,33.333333333333336,22.764494771951828,43414.166666666664,14385.489441524825
cristianafarias,23443.333333333332,65149.111111111109,22.222222222222221,13.036510932145557,41705.777777777781,24419.263201086771
CRosett,50543.688311688311,51890.792207792205,1.0649350649350648,0.24641124624688682,36131.519480519477,304558.23689968424
danalert,43045.927272727269,61700.509090909094,3.6363636363636362,5.4384611338256557,18654.581818181818,21052.6265238425
davidaxelrod,32774.142857142855,66825.833333333328,4.7619047619047619,2.4084130697908175,34051.690476190473,20281.985773784691
Denis44,38101.447999999997,44770.968000000001,1.6000000000000001,1.3505554412907304,6669.5200000000004,11677.611012257594
DonaldNorcross,30021.878787878788,51063.0,6.0606060606060606,4.2777747963687975,21041.121212121212,15353.40650930122
DonSeymour,46302.222222222219,50789.888888888891,2.0202020202020203,1.8801450512482514,4487.666666666667,9634.6477618514582
DrLeanaWen,35018.869565217392,57055.34782608696,8.695652173913043,9.2050779115267609,22036.478260869564,17891.293182098056
drubenstein1,51879.428571428572,55379.952380952382,1.6666666666666667,1.1885699023189222,67271.952380952382,409665.46621399646
DWStweets,44402.588888888888,54254.277777777781,2.2222222222222223,2.4530152772898259,9851.6888888888898,13665.154264807541
EdWGillespie,41707.989583333336,55351.395833333336,2.0833333333333335,1.5920810978785678,13643.40625,14401.43134348843
emma_hutchison,47282.724770642199,51638.825688073397,1.834862385321101,1.0963974490955817,4356.100917431193,11534.428858056161
film_girl,37438.095238095237,64214.857142857145,9.5238095238095237,6.5945074376083008,26776.761904761905,18941.106989585631
Finkenbinder,47621.873417721516,55202.417721518985,2.518987341772152,2.433213010979884,7580.5443037974683,12529.583258344384
FOXlightMichael,20869.099999999999,56813.366666666669,6.666666666666667,3.6453928305312835,35944.26666666667,18147.821679994788
gabaug,53263.80536912752,55278.617449664431,1.3422818791946309,0.91791865587270494,2014.8120805369128,6508.6930670601087
GabiDomenzain,48635.07894736842,56315.276315789473,2.6315789473684212,3.8073409192435439,42922.302631578947,306632.54164162982
GenFlynn,39034.435897435898,67993.897435897437,5.0769230769230766,4.0597120990799542,28959.461538461539,21740.92049433116
GeraldoRivera,32586.023255813954,58237.069767441862,4.6511627906976747,3.9111273633786148,25651.046511627908,21530.706556800356
Goldman44,45651.08139534884,54099.279069767443,2.3255813953488373,2.0710735361671748,8448.1976744186049,12056.174856970809
GregBrooksOH,40025.73529411765,62164.970588235294,5.882352941176471,4.3976243980154521,22139.235294117647,16474.487741851077
Habershaw,38569.829787234041,54050.574468085106,4.2553191489361701,5.9087676834041991,15480.744680851063,20434.171143400727
hatchetation,55899.258992805757,58382.021582733811,1.4316546762589928,0.88187471754334923,21130.244604316547,214183.9312293884
hbaer,64635.800000000003,71669.399999999994,5.2000000000000002,6.0794736614282652,7033.6000000000004,8858.0540210590279
hughhewitt,10437.25,53724.75,50.0,24.768932153001671,43287.5,15854.803538675589
iamoge,55067.875,59608.059210526313,1.3157894736842106,0.60066906371122852,4540.1842105263158,12331.322763501297
jacob_kamholz,42424.794871794875,53759.923076923078,2.5512820512820511,2.8131897941452455,11335.128205128205,19285.751246384199
JAdamsfan,32846.5625,36212.729166666664,4.166666666666667,3.543381937578217,3366.1666666666665,5514.416221495153
jcockrum,49407.193548387098,53152.451612903227,1.4838709677419355,0.75651867093926284,3745.2580645161293,7907.3341495574568
jdbalart,42950.391304347824,72916.173913043473,8.695652173913043,6.9120863433660498,29965.782608695652,22131.14967633221
jdkunesh,47580.84375,63787.75,6.25,6.2699681019922267,16206.90625,20969.025654461413
jeremybird,41991.898305084746,57025.457627118645,3.3898305084745761,3.6915705589371597,15033.559322033898,18887.18310036782
JerryMoran,43311.114035087718,50764.692982456138,1.7543859649122806,0.94182916010312612,7453.5789473684208,10530.470528877458
JoeBiden,48714.211538461539,51731.548076923078,1.9230769230769231,2.8544577408122302,3017.3365384615386,8150.7943048639954
JohnKerry,42150.840425531918,53205.712765957447,2.1276595744680851,1.2651973401973196,11054.872340425532,15504.993639822527
jomalleydillon,52070.338028169012,64373.014084507042,2.816901408450704,2.4512707779638347,12302.676056338029,16542.839431136254
joshgremillion,39450.296296296299,64376.648148148146,3.7037037037037037,2.0783685698663996,24926.35185185185,16672.807684367501
karencstll,41070.674698795177,47423.939759036148,2.4096385542168677,2.5127920657592204,37582.180722891564,278698.95940940076
katieharbath,39908.639344262294,63705.918032786882,3.278688524590164,2.2769777750845459,23797.278688524591,21967.008711001552
keegan_hamilton,41166.333333333336,62346.916666666664,5.5555555555555554,5.2251764693455538,21180.583333333332,18196.125433690857
kevinroose,52578.947368421053,64117.42105263158,2.6842105263157894,2.1777011437449687,11538.473684210527,16118.814650060085
